8.93876413276385E-6,-6.02454093138822E-9
3.21845564048397E-5,-3.16434767613873E-9
4.38366848995931E-5,-8.05473651812931E-8
5.19875489957526E-5,-1.88001103387668E-7
5.82554079474887E-5,-3.17351532933702E-7
6.34367056413121E-5,-4.32924145107829E-7
6.72799334814825E-5,-5.81402465224633E-7
7.00343938479881E-5,-7.10609490746782E-7
7.52256195126961E-5,-8.50902750423271E-7
7.96071639963807E-5,-9.93909655474849E-7
8.29054565457807E-5,-1.13137895898864E-6
8.43163315192531E-5,-1.2797579993966E-6
8.76157271765292E-5,-1.41997404152176E-6
9.09107104023011E-5,-1.54920312920143E-6
9.36728925239392E-5,-1.69763732500319E-6
9.61548852450595E-5,-1.82133984222384E-6
9.91873287963307E-5,-1.96978506910436E-6
1.01675940164708E-4,-2.10996801799324E-6
1.03889877671947E-4,-2.23915298135787E-6
1.06377385932448E-4,-2.37658919163537E-6
1.09409829483719E-4,-2.5250344185159E-6
1.11632591853967E-4,-2.67619329077151E-6
1.13035745072307E-4,-2.80534516089986E-6
1.15521047117055E-4,-2.93728789395462E-6
1.18016277132688E-4,-3.09395127451174E-6
1.20233523963556E-4,-3.23137645371049E-6
1.2218050936479E-4,-3.36879060183048E-6
1.24127494766025E-4,-3.50620474995046E-6
1.26618312350154E-4,-3.65188117606209E-6
1.28832249857393E-4,-3.78106613942672E-6
1.31053909119765E-4,-3.92947827307096E-6
1.33274465274261E-4,-4.07514366810383E-6
1.34953395461614E-4,-4.2180402623678E-6
1.36630119433215E-4,-4.35544337940903E-6
1.39120937017344E-4,-4.50111980552066E-6
1.41607342169969E-4,-4.63580927718679E-6
1.4328406614157E-4,-4.77321239422802E-6
1.449640994368E-4,-4.91885572710336E-6
1.46907775514406E-4,-5.04802965938923E-6
1.48587808809636E-4,-5.19367299226458E-6
1.50803952532627E-4,-5.32835143285195E-6
1.52485088935733E-4,-5.47674150433867E-6
1.54701232658724E-4,-5.61141994492605E-6
1.57196462674357E-4,-5.76808332548317E-6
1.59142344967716E-4,-5.90275073499178E-6
1.6054991061756E-4,-6.04288955956562E-6
1.62500205342423E-4,-6.18854392351973E-6
1.64984404279295E-4,-6.31773991796312E-6
1.66934699004158E-4,-6.46339428191722E-6
1.68881684405392E-4,-6.60080843003721E-6
1.70829772914503E-4,-6.74096931676857E-6
1.73053638392627E-4,-6.89487492763556E-6
1.74455688503091E-4,-7.02128005915253E-6
1.77755084160367E-4,-7.16149610127769E-6
1.78625436274573E-4,-7.30985307952813E-6
1.81380999748955E-4,-7.44180684366166E-6
1.83598246579822E-4,-7.5792320228604E-6
1.84735550800033E-4,-7.71935981635548E-6
1.87495526705919E-4,-7.86230053493449E-6
1.89440305891402E-4,-7.99422120583174E-6
1.91932226583407E-4,-8.14264437055474E-6
1.95230519132807E-4,-8.28011367406853E-6
1.9798828882294E-4,-8.4175609154248E-6
2.01015216834831E-4,-8.55227244924845E-6
2.03508240634712E-4,-8.70344235258283E-6
2.06263804109094E-4,-8.83539611671635E-6
2.09289629013109E-4,-8.96736091192863E-6
2.13674482820422E-4,-9.11860803281434E-6
2.16401365490026E-4,-9.17914659305215E-6
2.1858882840824E-4,-9.24240982974382E-6
2.21319020401472E-4,-9.31118860581576E-6
2.2620578829239E-4,-9.36632193746091E-6
2.3055203332404E-4,-9.42143320694855E-6
2.3569251602645E-4,-9.43537649050186E-6
2.42432505149137E-4,-9.39445118830028E-6
2.46463261328236E-4,-9.33693514364285E-6
2.49140504143418E-4,-9.27387046636887E-6
2.52089111496109E-4,-9.21356355878502E-6
2.54765251203415E-4,-9.14775214289967E-6
2.59037588007371E-4,-9.01883192542529E-6
2.63575773809455E-4,-8.87893578458418E-6
2.6676375557125E-4,-8.74173122696065E-6
2.69680372795535E-4,-8.60176889964698E-6
2.72866148341577E-4,-8.45907086480069E-6
2.76325494640881E-4,-8.32462407686729E-6
2.79243214973043E-4,-8.18740848816499E-6
2.82699251948719E-4,-8.04472148439747E-6
2.85615869173004E-4,-7.9047591570838E-6
2.89075215472308E-4,-7.77031236915039E-6
2.91720468159084E-4,-7.62759227214659E-6
2.9409766563198E-4,-7.49035462128677E-6
2.97290059825279E-4,-7.36413701810873E-6
3.00200058402308E-4,-7.20769425912682E-6
3.03121088058097E-4,-7.07871888625864E-6
3.05497182423117E-4,-6.93873449678745E-6
3.09223480828425E-4,-6.79605852409868E-6
3.12413668805972E-4,-6.66434744369789E-6
3.15333595353886E-4,-6.53262533221834E-6
3.19057687543443E-4,-6.38445588230683E-6
3.21709558877475E-4,-6.25821621697127E-6
3.24893128207766E-4,-6.11002470490224E-6
3.27815260971432E-4,-5.98379607064543E-6
3.31542662484616E-4,-5.84386683656805E-6
3.34729541138535E-4,-5.70391554033313E-6
3.38727204081353E-4,-5.56399733733451E-6
3.42455708702414E-4,-5.42681484186849E-6
3.4591726121747E-4,-5.29786153115783E-6
3.48565823227874E-4,-5.16338164998815E-6
3.53101802814206E-4,-5.0179920319243E-6
3.57912456261676E-4,-4.88360039938469E-6
3.62186999281383E-4,-4.76017365913307E-6
3.66452717438082E-4,-4.61477300999045E-6
3.70184531382771E-4,-4.48583073035856E-6
3.7498966929086E-4,-4.33770540476209E-6
3.80619931890238E-4,-4.22532077434975E-6
3.86241369626606E-4,-4.09096223504644E-6
3.91321181395833E-4,-3.95383489497422E-6
3.96677873241949E-4,-3.83319901764901E-6
4.02298207870442E-4,-3.69609373973432E-6
4.08733739219338E-4,-3.5700085095014E-6
4.15713102751128E-4,-3.45218555726012E-6
4.22149737207901E-4,-3.32884706563858E-6
4.29123585200311E-4,-3.19729042034044E-6
4.36108464271482E-4,-3.09320116115602E-6
4.4524660991671E-4,-2.96722624171071E-6
4.53308122274909E-4,-2.85219415239585E-6
4.6245619589102E-4,-2.7509398804529E-6
4.70249653035339E-4,-2.64139023728202E-6
4.80480978585735E-4,-2.54567356687686E-6
4.90711201028255E-4,-2.44721015786032E-6
5.00670058933267E-4,-2.34598897915365E-6
5.10902487591539E-4,-2.25301904735986E-6
5.23305832549885E-4,-2.18211127308714E-6
5.33540467423909E-4,-2.0946348185161E-6
5.45130821877604E-4,-2.01820047378435E-6
5.56716763899794E-4,-1.9307791746071E-6
5.68857569183639E-4,-1.87908753953524E-6
5.82345269184145E-4,-1.81646410541168E-6
5.94753026573995E-4,-1.75654328558445E-6
6.06621364212455E-4,-1.69934714221107E-6
6.2040028469224E-4,-1.68892277278237E-6
6.32805835866338E-4,-1.6235084757324E-6
6.46295742082596E-4,-1.56637851883158E-6
6.59527521055858E-4,-1.53945165557712E-6
6.71670532555455E-4,-1.493253497728E-6
6.85172572958351E-4,-1.46633766555229E-6
6.98949287222383E-4,-1.45041981890084E-6
7.1298192251366E-4,-1.39880540138029E-6
7.25137068199894E-4,-1.38282136825628E-6
7.38638005494912E-4,-1.3531587974692E-6
7.5350348723261E-4,-1.3565122454124E-6
7.66187021591473E-4,-1.3103361497208E-6
7.79700093073129E-4,-1.31088770365883E-6
7.92383627431992E-4,-1.26471160796723E-6
8.06168063451157E-4,-1.26802093159539E-6
8.19393223777163E-4,-1.22461363667268E-6
8.33446818118085E-4,-1.22518725276823E-6
8.4695988959974E-4,-1.22573880670626E-6
8.60185049925746E-4,-1.18233151178355E-6
8.7423533494304E-4,-1.17466491204498E-6
8.88018667854328E-4,-1.17522749706176E-6
9.01530636228108E-4,-1.17303231238842E-6
9.14755796554114E-4,-1.12962501746571E-6
9.28809390895036E-4,-1.13019863356126E-6
9.42592723806325E-4,-1.13076121857805E-6
9.56647421255122E-4,-1.13408157328497E-6
9.70429651058536E-4,-1.13189741969038E-6
9.8500501542483E-4,-1.0857985415501E-6
9.97435938080078E-4,-1.08355923256172E-6
